mode,l,m,n,theory,operator,derivative_order,parity,branch,k,coefficient_re,coefficient_im,maximum_fit_order,source_file,source_commit,source_repository,source_paper,license
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,5,0.84632,33.398,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,6,27.536,-1.8833,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,7,-3.9094,-17.582,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,8,-4.574,4.4167,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,9,5.3681,-6.8861,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,10,-7.4992,-6.6255,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,11,-1.9368,4.069,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,0,0.0,0.0,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,1,1.6056,0.98835,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,2,4.4434,-6.5623,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,3,-12.231,-12.068,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,4,-21.85,16.455,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,5,15.822,28.849,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,6,26.008,-11.977,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,7,-9.1595,-15.471,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,8,-4.022,5.736,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,9,1.8943,-5.7927,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,10,-6.3594,-0.50045,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,11,1.6267,2.9014,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,12,-7.3473,-4.1765,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,plus,13,-8.5185,0.0,13,quartic_2_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,0,-0.77766,-1.2586,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,1,-3.614,-2.8121,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,2,-9.4645,4.2038,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,3,4.4029,17.886,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,4,27.769,-5.8293,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,5,-4.2177,-35.94,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,6,-31.43,-0.28334,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,7,1.1338,15.811,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,8,1.3958,-6.4026,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,9,-8.278,0.31713,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_2,epsilon2,8,preserving,minus,10,3.5793,0.0,10,quartic_2_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,0,0.16978,0.74156,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,1,2.2817,1.6682,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,2,6.3005,-5.8189,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,3,-9.3736,-15.647,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,4,-26.088,11.177,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,5,9.9514,32.458,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,6,28.815,-6.8222,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,7,-5.3746,-16.291,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,8,-2.6463,5.2729,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,9,5.0285,-6.6678,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,10,-6.5466,-2.9114,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,plus,11,-0.24257,5.5723,11,quartic_3_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,0,-0.16978,-0.74156,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,1,-2.2817,-1.6682,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,2,-6.3005,5.8189,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,3,9.3736,15.647,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,4,26.088,-11.177,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,5,-9.9514,-32.458,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,6,-28.815,6.8222,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,7,5.3746,16.291,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,8,2.6463,-5.2729,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,9,-5.0285,6.6678,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,10,6.5466,2.9114,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_3,epsilon3,8,breaking,minus,11,0.24257,-5.5723,11,quartic_3_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,0,0.71316,0.81422,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,1,4.7714,-3.3323,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,2,-6.7228,-11.831,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,3,-21.423,13.055,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,4,16.603,33.381,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,5,33.01,-15.796,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,6,-18.819,-23.783,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,7,-12.33,15.494,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,8,8.2769,-3.9234,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,9,-12.726,-5.159,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,10,-3.5656,4.7645,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,plus,11,0.0,-8.777,11,cubic_even_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,0,-0.48728,-1.7215,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,1,-8.664,2.2862,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,2,2.2049,22.261,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,3,39.319,-1.2154,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,4,1.3935,-55.047,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,5,-56.587,-2.6974,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,6,3.5892,44.355,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,7,24.55,-11.012,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,8,-15.066,-3.0218,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,9,6.9842,14.653,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_even,lambda_ev,6,preserving,minus,10,6.045,-8.5134,10,cubic_even_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,0,-0.63659,-1.2246,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,1,-6.5107,3.076,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,2,5.3457,16.707,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,3,30.087,-8.7899,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,4,-9.9684,-44.038,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,5,-44.915,9.1597,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,6,13.09,34.17,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,7,17.911,-14.162,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,8,-12.249,1.1814,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,9,10.069,8.8769,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,10,4.3537,-7.2436,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,plus,11,0.0,6.4763,11,cubic_odd_plus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,0,0.63659,1.2246,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,1,6.5107,-3.076,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,2,-5.3457,-16.707,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,3,-30.087,8.7899,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,4,9.9684,44.038,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,5,44.915,-9.1597,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
222,2,2,2,cubic_odd,lambda_odd,6,breaking,minus,6,-13.09,-34.17,11,cubic_odd_minus_l2_m2_n2.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
